Atom     Average OP     OP stem
M_G1_M M_G1H1_M -0.17583707780744212 0.0018188339871603326
M_G1_M M_G1H2_M -0.04998907621338205 0.001552056595052339
M_G1C3_M M_G1C3H1_M -0.24236442905452024 0.001152107297201142
M_G1C3_M M_G1C3H2_M -0.21300110914794637 0.001204913792702614
M_G1C4_M M_G1C4H1_M -0.18896378112344472 0.0010579720728267992
M_G1C4_M M_G1C4H2_M -0.1766582346631527 0.0009439732334444042
M_G1C5_M M_G1C5H1_M -0.21704504093942778 0.0009734715350844293
M_G1C5_M M_G1C5H2_M -0.21476982342096818 0.0009731227861890508
M_G1C6_M M_G1C6H1_M -0.22205948038723186 0.0010092120672845863
M_G1C6_M M_G1C6H2_M -0.2185653311556386 0.001006944271964846
M_G1C7_M M_G1C7H1_M -0.23290175718220418 0.0010346924343712554
M_G1C7_M M_G1C7H2_M -0.23005676909037148 0.0010118264200555272
M_G1C8_M M_G1C8H1_M -0.22833145800915852 0.001057945197087246
M_G1C8_M M_G1C8H2_M -0.2264892363529764 0.0010538634239865773
M_G1C9_M M_G1C9H1_M -0.22617547527688234 0.0010345357880027779
M_G1C9_M M_G1C9H2_M -0.22536287987250325 0.0010431683076906517
M_G1C10_M M_G1C10H1_M -0.21484209414051222 0.001036174662792186
M_G1C10_M M_G1C10H2_M -0.2149876805831431 0.0010586836960712464
M_G1C11_M M_G1C11H1_M -0.1983658564768421 0.0009826593092600235
M_G1C11_M M_G1C11H2_M -0.1989705552657481 0.0010255349615075318
M_G1C12_M M_G1C12H1_M -0.17262830172058785 0.000999524972498648
M_G1C12_M M_G1C12H2_M -0.17295769121905252 0.0009863572643049373
M_G1C13_M M_G1C13H1_M -0.1191003333446163 0.0008855286215908333
M_G1C13_M M_G1C13H2_M -0.11818675925858 0.0009573412125089013
M_G1C14_M M_G1C14H1_M -0.09963854786004347 0.0008723279221683371
M_G1C15_M M_G1C15H1_M -0.06492107838962657 0.0007289435613881738
M_G1C16_M M_G1C16H1_M -0.05514381917396193 0.0007354348371946342
M_G1C16_M M_G1C16H2_M -0.0566559899052214 0.0007820857369231225
M_G1C17_M M_G1C17H1_M -0.09711404512294713 0.0007241675720526309
M_G1C17_M M_G1C17H2_M -0.09672274847145619 0.0007259546698657541
M_G1C18_M M_G1C18H1_M -0.09789999621891741 0.0007048131726436312
M_G1C18_M M_G1C18H2_M -0.09691606362695175 0.00073481906711976
M_G1C19_M M_G1C19H1_M -0.10206408794645881 0.0007264729363198629
